season_year,team_name,record_type,rank_no,avg,era,g,pa,ab,r,h,double_hit,triple_hit,hr,tb,rbi,sac,sf,bb,ibb,hbp,so,gdp,slg,obp,ops,mh,risp,ph_ba,w,l,sv,hld,wpct,ip,er,whip,cg,sho,qs,bsv,tbf,np,wp,bk,e,pko,po,a,dp,fpct,pb,sb,cs,cs_rate,sba,sb_rate,oob
2018,롯데,team_runner,10,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,68,32,,100,68.0,46
2019,SSG,team_runner,1,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,118,50,,168,70.2,51
2019,키움,team_runner,2,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,110,33,,143,76.9,37
2019,LG,team_runner,3,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,108,47,,155,69.7,38
2019,삼성,team_runner,4,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,107,42,,149,71.8,45
2019,한화,team_runner,5,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,105,51,,156,67.3,51
2019,KT,team_runner,6,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,104,44,,148,70.3,58
2019,두산,team_runner,7,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,102,38,,140,72.9,59
2019,KIA,team_runner,8,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,87,42,,129,67.4,61
2019,NC,team_runner,8,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,87,45,,132,65.9,53
2019,롯데,team_runner,10,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,65,31,,96,67.7,49
2020,삼성,team_runner,1,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,132,49,,181,72.9,42
2020,키움,team_runner,2,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,113,27,,140,80.7,40
2020,KT,team_runner,3,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,106,50,,156,67.9,49
2020,NC,team_runner,4,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,101,38,,139,72.7,49
2020,롯데,team_runner,5,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,90,31,,121,74.4,52
2020,두산,team_runner,6,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,88,37,,125,70.4,63
2020,LG,team_runner,7,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,83,39,,122,68.0,64
2020,SSG,team_runner,8,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,81,45,,126,64.3,44
2020,한화,team_runner,9,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,51,36,,87,58.6,43
2020,KIA,team_runner,10,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,47,25,,72,65.3,47
2021,삼성,team_runner,1,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,116,44,,160,72.5,46
2021,KT,team_runner,2,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,112,46,,158,70.9,48
2021,한화,team_runner,3,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,109,56,,165,66.1,59
2021,NC,team_runner,4,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,101,46,,147,68.7,39
2021,SSG,team_runner,5,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,100,43,,143,69.9,42
2021,키움,team_runner,6,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,97,26,,123,78.9,39
2021,LG,team_runner,7,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,92,34,,126,73.0,43
2021,두산,team_runner,8,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,81,37,,118,68.6,46
2021,KIA,team_runner,9,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,73,31,,104,70.2,46
2021,롯데,team_runner,10,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,60,31,,91,65.9,54
2022,KIA,team_runner,1,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,103,34,,137,75.2,57
2022,LG,team_runner,2,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,102,46,,148,68.9,46
2022,NC,team_runner,3,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,100,39,,139,71.9,56
2022,SSG,team_runner,4,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,98,39,,137,71.5,42
2022,한화,team_runner,5,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,93,49,,142,65.5,49
2022,삼성,team_runner,6,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,91,27,,118,77.1,50
2022,두산,team_runner,7,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,90,40,,130,69.2,55
2022,KT,team_runner,8,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,89,34,,123,72.4,38
2022,키움,team_runner,9,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,63,20,,83,75.9,42
2022,롯데,team_runner,10,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,61,39,,100,61.0,54
2023,LG,team_runner,1,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,166,101,,267,62.2,78
2023,두산,team_runner,2,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,133,48,,181,73.5,52
2023,KIA,team_runner,3,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,122,34,,156,78.2,41
2023,NC,team_runner,4,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,111,46,,157,70.7,53
2023,삼성,team_runner,5,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,103,35,,138,74.6,56
2023,롯데,team_runner,6,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,101,42,,143,70.6,42
2023,SSG,team_runner,7,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,96,28,,124,77.4,43
2023,KT,team_runner,8,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,87,30,,117,74.4,54
2023,한화,team_runner,9,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,67,22,,89,75.3,35
2023,키움,team_runner,10,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,54,11,,65,83.1,37
2024,두산,team_runner,1,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,184,50,,234,78.6,56
2024,LG,team_runner,2,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,171,79,,250,68.4,61
2024,SSG,team_runner,3,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,149,39,,188,79.3,32
2024,KIA,team_runner,4,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,125,44,,169,74.0,45
2024,삼성,team_runner,5,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,113,29,,142,79.6,39
2024,롯데,team_runner,6,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,105,42,,147,71.4,54
2024,NC,team_runner,7,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,104,33,,137,75.9,47
2024,키움,team_runner,8,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,71,13,,84,84.5,33
2024,한화,team_runner,9,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,69,41,,110,62.7,44
2024,KT,team_runner,10,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,61,27,,88,69.3,37
2025,NC,team_runner,1,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,186,64,,250,74.4,45
2025,두산,team_runner,2,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,144,43,,187,77.0,58
2025,SSG,team_runner,3,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,129,47,,176,73.3,40
2025,LG,team_runner,4,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,121,49,,170,71.2,49
2025,한화,team_runner,5,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,101,38,,139,72.7,50
2025,삼성,team_runner,6,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,98,32,,130,75.4,53
2025,롯데,team_runner,7,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,91,28,,119,76.5,51
2025,키움,team_runner,8,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,83,15,,98,84.7,38
2025,KIA,team_runner,9,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,77,22,,99,77.8,44
2025,KT,team_runner,10,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,48,24,,72,66.7,40
